diagnosis,finding,evoking_strength,frequency
Carpal tunnel syndrome,shortness of breath,1,0.3333333333333333
Carpal tunnel syndrome,wheezing,1,0.3333333333333333
Carpal tunnel syndrome,dizziness,1,0.3333333333333333
"Malignant neoplasm of breast (female), unspecified",shortness of breath,1,0.3333333333333333
"Malignant neoplasm of breast (female), unspecified",fatigue,1,0.3333333333333333
"Malignant neoplasm of breast (female), unspecified",abdominal pain,1,0.3333333333333333
"Unspecified osteoarthritis, unspecified site",abdominal pain,1,0.5
"Unspecified osteoarthritis, unspecified site",diarrhea,1,0.5
Calculus of gallbladder with acute cholecystitis without obstruction,shortness of breath,1,0.3333333333333333
Calculus of gallbladder with acute cholecystitis without obstruction,abdominal pain,1,0.3333333333333333
Calculus of gallbladder with acute cholecystitis without obstruction,cough,1,0.3333333333333333
Secondary malignant neoplasm of retroperitoneum and peritoneum,nausea and vomiting,1,0.2
Secondary malignant neoplasm of retroperitoneum and peritoneum,vaginal discharge,1,0.2
Secondary malignant neoplasm of retroperitoneum and peritoneum,vaginal bleeding,1,0.2
Secondary malignant neoplasm of retroperitoneum and peritoneum,abdominal pain,1,0.2
Secondary malignant neoplasm of retroperitoneum and peritoneum,nipple discharge,1,0.2
Car passenger injured in collision with heavy transport vehicle or bus in nontraffic accident,wheezing,1,1.0
Cirrhosis of liver without mention of alcohol,abdominal pain,1,1.0
"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",wheezing,1,0.25
"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",diarrhea,1,0.25
"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",cough,1,0.25
"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",abdominal pain,1,0.25
"Bradycardia, unspecified",shortness of breath,1,0.16666666666666666
"Bradycardia, unspecified",vaginal bleeding,1,0.16666666666666666
"Bradycardia, unspecified",dizziness,1,0.3333333333333333
"Bradycardia, unspecified",abdominal pain,1,0.16666666666666666
"Bradycardia, unspecified",nosebleeds,1,0.16666666666666666
Cystitis cystica,dry orgasm,1,0.5
Cystitis cystica,abdominal pain,1,0.5
Other specified aplastic anemias,shortness of breath,1,0.16666666666666666
Other specified aplastic anemias,cough,1,0.16666666666666666
Other specified aplastic anemias,diarrhea,1,0.16666666666666666
Other specified aplastic anemias,low white blood cell count,1,0.16666666666666666
Other specified aplastic anemias,headache,1,0.16666666666666666
Other specified aplastic anemias,abdominal pain,1,0.16666666666666666
Closed fracture of six ribs,shortness of breath,1,0.5
Closed fracture of six ribs,cough,1,0.5
Hydroureter,numbness,1,0.3333333333333333
Hydroureter,abdominal pain,1,0.3333333333333333
Hydroureter,cough,1,0.3333333333333333
Acute and subacute necrosis of liver,shortness of breath,1,0.5
Acute and subacute necrosis of liver,fatigue,1,0.5
Other specified viral infection,abdominal pain,1,0.5
Other specified viral infection,diarrhea,1,0.5
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,shortness of breath,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,cough,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,diarrhea,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,headache,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,abdominal pain,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,leg pain,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,brain lesions,1,0.125
Acute venous embolism and thrombosis of deep vessels of distal lower extremity,night sweats,1,0.125
Sicca syndrome,nausea and vomiting,1,0.5
Sicca syndrome,abdominal pain,1,0.5
"Spinal stenosis, lumbar region, without neurogenic claudication",numbness,1,0.5
"Spinal stenosis, lumbar region, without neurogenic claudication",leg pain,1,0.5
Operating room of hospital as the place of occurrence of the external cause,numbness,1,1.0
Thoracic aneurysm without mention of rupture,headache,1,1.0
Hypertensive urgency,shortness of breath,1,0.25
Hypertensive urgency,abdominal pain,1,0.25
Hypertensive urgency,cough,1,0.25
Hypertensive urgency,diarrhea,1,0.25
Mitral valve disorders,shortness of breath,1,0.125
Mitral valve disorders,cough,1,0.125
Mitral valve disorders,diarrhea,1,0.125
Mitral valve disorders,blood clots,1,0.125
Mitral valve disorders,headache,1,0.125
Mitral valve disorders,abdominal pain,1,0.125
Mitral valve disorders,nasal congestion,1,0.125
Mitral valve disorders,night sweats,1,0.125
Unspecified transient cerebral ischemia,headache,1,0.3333333333333333
Unspecified transient cerebral ischemia,numbness,1,0.3333333333333333
Unspecified transient cerebral ischemia,cough,1,0.3333333333333333
"Hallucinations, unspecified",shortness of breath,1,1.0
C5-C7 level with central cord syndrome,headache,1,1.0
Other primary cardiomyopathies,shortness of breath,1,0.16666666666666666
Other primary cardiomyopathies,fatigue,1,0.16666666666666666
Other primary cardiomyopathies,cough,1,0.16666666666666666
Other primary cardiomyopathies,diarrhea,1,0.16666666666666666
Other primary cardiomyopathies,headache,1,0.16666666666666666
Other primary cardiomyopathies,abdominal pain,1,0.16666666666666666
Myalgia,shortness of breath,1,0.2
Myalgia,cough,1,0.2
Myalgia,diarrhea,1,0.2
Myalgia,headache,1,0.2
Myalgia,numbness,1,0.2
"Coma scale, best verbal response, inappropriate words, at hospital admission",shortness of breath,1,0.2
"Coma scale, best verbal response, inappropriate words, at hospital admission",cough,1,0.2
"Coma scale, best verbal response, inappropriate words, at hospital admission",diarrhea,1,0.2
"Coma scale, best verbal response, inappropriate words, at hospital admission",leg swelling,1,0.2
"Coma scale, best verbal response, inappropriate words, at hospital admission",wheezing,1,0.2
"Acquired absence of organ, genital organs",shortness of breath,1,0.5
"Acquired absence of organ, genital organs",wheezing,1,0.5
Other nonspecific abnormal serum enzyme levels,shortness of breath,1,0.2
Other nonspecific abnormal serum enzyme levels,cough,1,0.2
Other nonspecific abnormal serum enzyme levels,pelvic pain,1,0.2
Other nonspecific abnormal serum enzyme levels,hip pain,1,0.2
Other nonspecific abnormal serum enzyme levels,diarrhea,1,0.2
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",shortness of breath,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",dizziness,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",cough,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",diarrhea,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",abdominal pain,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",leg pain,1,0.14285714285714285
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",night sweats,1,0.14285714285714285
Mechanical complication of gastrostomy,shortness of breath,1,0.5
Mechanical complication of gastrostomy,wheezing,1,0.5
Other genetic carrier status,shortness of breath,1,0.16666666666666666
Other genetic carrier status,nausea and vomiting,1,0.16666666666666666
Other genetic carrier status,cough,1,0.16666666666666666
Other genetic carrier status,diarrhea,1,0.16666666666666666
Other genetic carrier status,wheezing,1,0.16666666666666666
Other genetic carrier status,abdominal pain,1,0.16666666666666666
Do not resuscitate,shortness of breath,1,0.125
Do not resuscitate,dizziness,1,0.125
Do not resuscitate,cough,1,0.125
Do not resuscitate,blood clots,1,0.125
Do not resuscitate,wheezing,1,0.125
Do not resuscitate,numbness,1,0.125
Do not resuscitate,leg pain,1,0.125
Do not resuscitate,abdominal pain,1,0.125
"Viral intestinal infection, unspecified",nausea and vomiting,1,0.5
"Viral intestinal infection, unspecified",abdominal pain,1,0.5
Chronic systolic heart failure,shortness of breath,1,0.14285714285714285
Chronic systolic heart failure,cough,1,0.14285714285714285
Chronic systolic heart failure,diarrhea,1,0.14285714285714285
Chronic systolic heart failure,headache,1,0.14285714285714285
Chronic systolic heart failure,abdominal pain,1,0.14285714285714285
Chronic systolic heart failure,wheezing,1,0.14285714285714285
Chronic systolic heart failure,night sweats,1,0.14285714285714285
Acute bronchitis,shortness of breath,1,0.14285714285714285
Acute bronchitis,cough,1,0.14285714285714285
Acute bronchitis,runny nose,1,0.14285714285714285
Acute bronchitis,diarrhea,1,0.14285714285714285
Acute bronchitis,muscle pain,1,0.14285714285714285
Acute bronchitis,wheezing,1,0.14285714285714285
Acute bronchitis,abdominal pain,1,0.14285714285714285
Delirium due to known physiological condition,shortness of breath,1,0.25
Delirium due to known physiological condition,nausea and vomiting,1,0.25
Delirium due to known physiological condition,dizziness,1,0.25
Delirium due to known physiological condition,fatigue,1,0.25
Other chronic pain,shortness of breath,1,0.16666666666666666
Other chronic pain,cough,1,0.16666666666666666
Other chronic pain,diarrhea,1,0.16666666666666666
Other chronic pain,shoulder pain,1,0.16666666666666666
Other chronic pain,headache,1,0.16666666666666666
Other chronic pain,abdominal pain,1,0.16666666666666666
"Disorder of mineral metabolism, unspecified",shortness of breath,1,0.3333333333333333
"Disorder of mineral metabolism, unspecified",abdominal pain,1,0.3333333333333333
"Disorder of mineral metabolism, unspecified",diarrhea,1,0.3333333333333333
"Osteoarthrosis, unspecified whether generalized or localized, shoulder region",leg swelling,1,0.5
"Osteoarthrosis, unspecified whether generalized or localized, shoulder region",shoulder pain,1,0.5
Other acquired deformities of ankle and foot,abdominal pain,1,1.0
"Unqualified visual loss, one eye",hip pain,1,1.0
Gastrointestinal stromal tumor of stomach,shortness of breath,1,0.16666666666666666
Gastrointestinal stromal tumor of stomach,nausea and vomiting,1,0.16666666666666666
Gastrointestinal stromal tumor of stomach,cough,1,0.16666666666666666
Gastrointestinal stromal tumor of stomach,pelvic pain,1,0.16666666666666666
Gastrointestinal stromal tumor of stomach,diarrhea,1,0.16666666666666666
Gastrointestinal stromal tumor of stomach,wheezing,1,0.16666666666666666
"Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction",abdominal pain,1,1.0
"Sensorineural hearing loss, unspecified",dizziness,1,0.2
"Sensorineural hearing loss, unspecified",cough,1,0.2
"Sensorineural hearing loss, unspecified",headache,1,0.2
"Sensorineural hearing loss, unspecified",abdominal pain,1,0.2
"Sensorineural hearing loss, unspecified",joint pain,1,0.2
Atelectasis,shortness of breath,1,0.5
Atelectasis,blood clots,1,0.5
Dementia in conditions classified elsewhere without behavioral disturbance,wheezing,1,0.3333333333333333
Dementia in conditions classified elsewhere without behavioral disturbance,diarrhea,1,0.3333333333333333
Dementia in conditions classified elsewhere without behavioral disturbance,cough,1,0.3333333333333333
Panhypopituitarism,headache,1,1.0
Postmyocardial infarction syndrome,dizziness,1,0.5
Postmyocardial infarction syndrome,cough,1,0.5
Herpesviral vesicular dermatitis,shortness of breath,1,0.3333333333333333
Herpesviral vesicular dermatitis,wheezing,1,0.3333333333333333
Herpesviral vesicular dermatitis,cough,1,0.3333333333333333
"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",shortness of breath,1,0.25
"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",abdominal pain,1,0.25
"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",cough,1,0.25
"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",diarrhea,1,0.25
Acute on chronic systolic (congestive) heart failure,leg swelling,1,0.3333333333333333
Acute on chronic systolic (congestive) heart failure,shortness of breath,1,0.3333333333333333
Acute on chronic systolic (congestive) heart failure,fatigue,1,0.3333333333333333
"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",shortness of breath,1,0.2
"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",fatigue,1,0.2
"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",cough,1,0.2
"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",diarrhea,1,0.2
"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter",headache,1,0.2
"Scoliosis, unspecified",shortness of breath,1,0.3333333333333333
"Scoliosis, unspecified",headache,1,0.3333333333333333
"Scoliosis, unspecified",abdominal pain,1,0.3333333333333333
Chronic diastolic (congestive) heart failure,nausea and vomiting,1,0.125
Chronic diastolic (congestive) heart failure,cough,1,0.125
Chronic diastolic (congestive) heart failure,diarrhea,1,0.125
Chronic diastolic (congestive) heart failure,blood clots,1,0.125
Chronic diastolic (congestive) heart failure,shoulder pain,1,0.125
Chronic diastolic (congestive) heart failure,headache,1,0.125
Chronic diastolic (congestive) heart failure,abdominal pain,1,0.125
Chronic diastolic (congestive) heart failure,night sweats,1,0.125
"Nicotine dependence, cigarettes, uncomplicated",leg pain,1,1.0
Septic shock,abdominal pain,1,1.0
"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",dizziness,1,0.2
"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",fatigue,1,0.2
"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",cough,1,0.2
"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",wheezing,1,0.2
"Adverse effect of glucocorticoids and synthetic analogues, initial encounter",abdominal pain,1,0.2
"Decreased white blood cell count, unspecified",shortness of breath,1,0.3333333333333333
"Decreased white blood cell count, unspecified",nausea and vomiting,1,0.3333333333333333
"Decreased white blood cell count, unspecified",abdominal pain,1,0.3333333333333333
Type 2 diabetes mellitus with foot ulcer,abdominal pain,1,0.3333333333333333
Type 2 diabetes mellitus with foot ulcer,diarrhea,1,0.3333333333333333
Type 2 diabetes mellitus with foot ulcer,cough,1,0.3333333333333333
Restless legs syndrome,shortness of breath,1,0.25
Restless legs syndrome,abdominal pain,1,0.25
Restless legs syndrome,cough,1,0.25
Restless legs syndrome,diarrhea,1,0.25
Secondary esophageal varices without bleeding,shortness of breath,1,0.14285714285714285
Secondary esophageal varices without bleeding,cough,1,0.14285714285714285
Secondary esophageal varices without bleeding,diarrhea,1,0.14285714285714285
Secondary esophageal varices without bleeding,headache,1,0.14285714285714285
Secondary esophageal varices without bleeding,numbness,1,0.14285714285714285
Secondary esophageal varices without bleeding,abdominal pain,1,0.14285714285714285
Secondary esophageal varices without bleeding,wheezing,1,0.14285714285714285
"Pathological fracture, other site, initial encounter for fracture",arm pain,1,0.2
"Pathological fracture, other site, initial encounter for fracture",shortness of breath,1,0.2
"Pathological fracture, other site, initial encounter for fracture",dizziness,1,0.2
"Pathological fracture, other site, initial encounter for fracture",cough,1,0.2
"Pathological fracture, other site, initial encounter for fracture",diarrhea,1,0.2
Morbid obesity,dizziness,1,1.0
Cervicitis and endocervicitis,shortness of breath,1,0.125
Cervicitis and endocervicitis,cough,1,0.125
Cervicitis and endocervicitis,fatigue,1,0.125
Cervicitis and endocervicitis,pelvic pain,1,0.125
Cervicitis and endocervicitis,diarrhea,1,0.125
Cervicitis and endocervicitis,vaginal bleeding,1,0.125
Cervicitis and endocervicitis,headache,1,0.125
Cervicitis and endocervicitis,joint pain,1,0.125
Pure hypercholesterolemia,shortness of breath,1,0.2
Pure hypercholesterolemia,cough,1,0.2
Pure hypercholesterolemia,diarrhea,1,0.2
Pure hypercholesterolemia,wheezing,1,0.2
Pure hypercholesterolemia,abdominal pain,1,0.2
Family history of malignant neoplasm of gastrointestinal tract,headache,1,0.25
Family history of malignant neoplasm of gastrointestinal tract,abdominal pain,1,0.25
Family history of malignant neoplasm of gastrointestinal tract,diarrhea,1,0.25
Family history of malignant neoplasm of gastrointestinal tract,cough,1,0.25
"Body mass index [BMI] 40.0-44.9, adult",shortness of breath,1,0.2
"Body mass index [BMI] 40.0-44.9, adult",fatigue,1,0.2
"Body mass index [BMI] 40.0-44.9, adult",blood clots,1,0.2
"Body mass index [BMI] 40.0-44.9, adult",ankle pain,1,0.2
"Body mass index [BMI] 40.0-44.9, adult",wheezing,1,0.2
"Nausea with vomiting, unspecified",headache,1,0.5
"Nausea with vomiting, unspecified",diarrhea,1,0.5
"Urinary incontinence, unspecified",shortness of breath,1,0.5
"Urinary incontinence, unspecified",cough,1,0.5
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,shortness of breath,1,0.16666666666666666
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,cough,1,0.16666666666666666
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,fatigue,1,0.16666666666666666
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,diarrhea,1,0.16666666666666666
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,headache,1,0.16666666666666666
Car passenger injured in collision with railway train or railway vehicle in nontraffic accident,abdominal pain,1,0.16666666666666666
Pancytopenia,shortness of breath,1,0.16666666666666666
Pancytopenia,cough,1,0.16666666666666666
Pancytopenia,runny nose,1,0.16666666666666666
Pancytopenia,diarrhea,1,0.16666666666666666
Pancytopenia,headache,1,0.16666666666666666
Pancytopenia,abdominal pain,1,0.16666666666666666
